1,0
2,0
3,0
4,0
5,-1
6,-2
7,-2
8,-3
9,-3
10,-4
11,-4
12,-5
13,-6
14,-7
15,-7
16,-7
17,-7
18,-8
19,-8
20,-8
21,-9
22,-9
23,-9
24,-9
25,-9
26,-9
27,-9
28,-9
29,-9
30,-9
31,-9
32,-9
33,-10
34,-10
35,-10
36,-11
37,-12
38,-13
39,-14
40,-15
41,-16
42,-17
43,-17
44,-17
45,-17
46,-17
47,-17
48,-18
49,-18
50,-18
51,-18
52,-18
53,-19
54,-20
55,-21
56,-22
57,-23
58,-24
59,-25
60,-26
61,-27
62,-28
62,-29
63,-30
63,-31
64,-32
64,-33
64,-34
65,-35
65,-36
66,-37
66,-38
67,-39
68,-40
68,-41
68,-42
68,-43
69,-44
70,-45
71,-46
71,-47
71,-48
71,-49
71,-50
71,-51
71,-52
71,-53
70,-54
69,-55
68,-56
67,-57
66,-58
65,-59
64,-60
63,-61
62,-62
61,-63
60,-64
59,-65
58,-66
57,-67
56,-67
55,-67
54,-68
53,-68
52,-68
51,-68
50,-69
49,-70
48,-71
47,-72
46,-73
45,-74
44,-75
43,-76
43,-77
43,-78
43,-79
43,-80
43,-81
43,-82
43,-83
43,-84
43,-85
43,-86
43,-87
43,-88
43,-89
43,-90
43,-91
43,-92
43,-93
43,-94
43,-95
43,-96
43,-97
43,-98
43,-99
43,-100
43,-101
43,-102
43,-103
43,-104
43,-105
43,-106
43,-107
43,-108
44,-109
44,-110
44,-111
44,-112
44,-113
44,-114
44,-115
44,-116
45,-117
45,-118
45,-119
46,-120
46,-121
46,-122
47,-123
47,-124
48,-125
48,-126
48,-127
49,-128
49,-129
49,-130
49,-131
49,-132
49,-133
49,-134
49,-135
49,-136
49,-137
49,-138
49,-139
49,-140
49,-141
49,-142
49,-143
49,-144
49,-145
49,-146
49,-147
49,-148
48,-149
47,-150
46,-151
45,-152
44,-153
43,-154
42,-155
41,-156
41,-157
41,-158
40,-159
39,-160
38,-160
37,-160
36,-160
35,-160
34,-160
33,-160
32,-160
31,-160
30,-160
29,-160
28,-161
27,-162
26,-163
25,-163
24,-163
23,-163
22,-163
21,-163
20,-163
19,-163
18,-163
17,-163
16,-163
15,-163
14,-164
13,-165
12,-166
